index,key,value
2013-02-12T02:46:21Z,Total Attendances,415.039
2013-02-19T03:13:39Z,Total Attendances,409.586
2013-02-26T03:41:27Z,Total Attendances,400.726
2013-03-05T04:09:16Z,Total Attendances,423.61
2013-03-12T04:37:05Z,Total Attendances,430.769
2013-03-19T05:04:22Z,Total Attendances,420.997
2013-03-26T05:32:11Z,Total Attendances,414.799
2013-04-02T06:00:00Z,Total Attendances,416.972
2013-04-09T06:27:49Z,Total Attendances,424.499
2013-04-16T06:55:38Z,Total Attendances,417.763
2013-04-23T07:22:55Z,Total Attendances,433.446
2013-04-30T07:50:44Z,Total Attendances,430.561
2013-05-07T08:18:33Z,Total Attendances,438.03
2013-05-14T08:46:21Z,Total Attendances,443.718
2013-05-21T09:13:39Z,Total Attendances,420.859
2013-05-28T09:41:27Z,Total Attendances,420.304
2013-06-04T10:09:16Z,Total Attendances,411.475
2013-06-11T10:37:05Z,Total Attendances,422.308
2013-06-18T11:04:22Z,Total Attendances,422.005
2013-06-25T11:32:11Z,Total Attendances,437.033
2013-07-02T12:00:00Z,Total Attendances,432.126
2013-07-09T12:27:49Z,Total Attendances,440.751
2013-07-16T12:55:38Z,Total Attendances,457.675
2013-07-23T13:22:55Z,Total Attendances,457.046
2013-07-30T13:50:44Z,Total Attendances,440.753
2013-08-06T14:18:33Z,Total Attendances,420.149
2013-08-13T14:46:21Z,Total Attendances,413.461
2013-08-20T15:13:39Z,Total Attendances,403.535
2013-08-27T15:41:27Z,Total Attendances,417.216
2013-09-03T16:09:16Z,Total Attendances,427.343
2013-09-10T16:37:05Z,Total Attendances,410.663
2013-09-17T17:04:22Z,Total Attendances,395.337
2013-09-24T17:32:11Z,Total Attendances,410.869
2013-10-01T18:00:00Z,Total Attendances,430.353
2013-10-08T18:27:49Z,Total Attendances,423.344
2013-10-15T18:55:38Z,Total Attendances,415.362
2013-10-22T19:22:55Z,Total Attendances,410.503
2013-10-29T19:50:44Z,Total Attendances,418.366
2013-11-05T20:18:33Z,Total Attendances,389.081
2013-11-12T20:46:21Z,Total Attendances,401.448
2013-11-19T21:13:39Z,Total Attendances,406.615
2013-11-26T21:41:27Z,Total Attendances,404.822
2013-12-03T22:09:16Z,Total Attendances,412.303
2013-12-10T22:37:05Z,Total Attendances,415.79
2013-12-17T23:04:22Z,Total Attendances,415.972
2013-12-24T23:32:11Z,Total Attendances,408.501
2014-01-01T00:00:00Z,Total Attendances,372.162
2014-01-08T00:27:49Z,Total Attendances,387.463
2014-01-15T00:55:38Z,Total Attendances,383.566
2014-01-22T01:22:55Z,Total Attendances,390.532
2014-01-29T01:50:44Z,Total Attendances,398.018
2014-02-05T02:18:33Z,Total Attendances,406.929
2014-02-12T02:46:21Z,Total Attendances,418.413
2014-02-19T03:13:39Z,Total Attendances,409.118
2014-02-26T03:41:27Z,Total Attendances,410.878
2014-03-05T04:09:16Z,Total Attendances,429.996
2014-03-12T04:37:05Z,Total Attendances,438.615
2014-03-19T05:04:22Z,Total Attendances,446.85
2014-03-26T05:32:11Z,Total Attendances,450.955
2014-04-02T06:00:00Z,Total Attendances,433.777
2014-04-09T06:27:49Z,Total Attendances,450.015
2014-04-16T06:55:38Z,Total Attendances,428.084
2014-04-23T07:22:55Z,Total Attendances,432.677
2014-04-30T07:50:44Z,Total Attendances,442.159
2014-05-07T08:18:33Z,Total Attendances,441.067
2014-05-14T08:46:21Z,Total Attendances,448.933
2014-05-21T09:13:39Z,Total Attendances,450.219
2014-05-28T09:41:27Z,Total Attendances,457.791
2014-06-04T10:09:16Z,Total Attendances,430.555
2014-06-11T10:37:05Z,Total Attendances,444.197
2014-06-18T11:04:22Z,Total Attendances,455.876
2014-06-25T11:32:11Z,Total Attendances,460.936
2014-07-02T12:00:00Z,Total Attendances,455.391
2014-07-09T12:27:49Z,Total Attendances,450.521
2014-07-16T12:55:38Z,Total Attendances,453.121
2014-07-23T13:22:55Z,Total Attendances,456.599
2014-07-30T13:50:44Z,Total Attendances,451.114
2014-08-06T14:18:33Z,Total Attendances,431.613
2014-08-13T14:46:21Z,Total Attendances,421.379
2014-08-20T15:13:39Z,Total Attendances,401.633
2014-08-27T15:41:27Z,Total Attendances,397.339
2014-09-03T16:09:16Z,Total Attendances,411.982
2014-09-10T16:37:05Z,Total Attendances,422.837
2014-09-17T17:04:22Z,Total Attendances,431.057
2014-09-24T17:32:11Z,Total Attendances,441.2
2014-10-01T18:00:00Z,Total Attendances,433.844
2014-10-08T18:27:49Z,Total Attendances,435.217
2014-10-15T18:55:38Z,Total Attendances,422.636
2014-10-22T19:22:55Z,Total Attendances,433.392
2014-10-29T19:50:44Z,Total Attendances,427.291
2014-11-05T20:18:33Z,Total Attendances,417.46
2014-11-12T20:46:21Z,Total Attendances,418.413
2014-11-19T21:13:39Z,Total Attendances,429.287
2014-11-26T21:41:27Z,Total Attendances,430.386
2014-12-03T22:09:16Z,Total Attendances,433.1
2014-12-10T22:37:05Z,Total Attendances,436.377
2014-12-17T23:04:22Z,Total Attendances,440.447
2014-12-24T23:32:11Z,Total Attendances,446.501
2015-01-01T00:00:00Z,Total Attendances,403.314
2015-01-08T00:27:49Z,Total Attendances,408.034
2015-01-15T00:55:38Z,Total Attendances,389.377
2015-01-22T01:22:55Z,Total Attendances,378.34
2015-01-29T01:50:44Z,Total Attendances,389.934
2015-02-05T02:18:33Z,Total Attendances,400.989
2015-02-12T02:46:21Z,Total Attendances,407.783
2015-02-19T03:13:39Z,Total Attendances,420.664
2015-02-26T03:41:27Z,Total Attendances,406.221
2015-03-05T04:09:16Z,Total Attendances,426.489
2015-03-12T04:37:05Z,Total Attendances,434.774
2015-03-19T05:04:22Z,Total Attendances,434.137
2015-03-26T05:32:11Z,Total Attendances,445.919
2015-04-02T06:00:00Z,Total Attendances,445.017
2015-04-09T06:27:49Z,Total Attendances,441.099
2015-04-16T06:55:38Z,Total Attendances,443.274
2015-04-23T07:22:55Z,Total Attendances,434.432
2015-04-30T07:50:44Z,Total Attendances,434.509
2015-05-07T08:18:33Z,Total Attendances,433.314
2015-05-14T08:46:21Z,Total Attendances,444.443
2015-05-21T09:13:39Z,Total Attendances,440.726
2015-05-28T09:41:27Z,Total Attendances,434.533
2015-06-04T10:09:16Z,Total Attendances,430.11
2015-06-11T10:37:05Z,Total Attendances,433.755
2010-11-05T20:18:33Z,Type 1 Departments - Major A&E > 4 hours,11.827
2010-11-12T20:46:21Z,Type 1 Departments - Major A&E > 4 hours,10.223
2010-11-19T21:13:39Z,Type 1 Departments - Major A&E > 4 hours,9.79
2010-11-26T21:41:27Z,Type 1 Departments - Major A&E > 4 hours,10.087
2010-12-03T22:09:16Z,Type 1 Departments - Major A&E > 4 hours,13.69
2010-12-10T22:37:05Z,Type 1 Departments - Major A&E > 4 hours,21.933
2010-12-17T23:04:22Z,Type 1 Departments - Major A&E > 4 hours,21.771
2010-12-24T23:32:11Z,Type 1 Departments - Major A&E > 4 hours,15.532
2011-01-01T00:00:00Z,Type 1 Departments - Major A&E > 4 hours,27.245
2011-01-08T00:27:49Z,Type 1 Departments - Major A&E > 4 hours,26.019
2011-01-15T00:55:38Z,Type 1 Departments - Major A&E > 4 hours,16.479
2011-01-22T01:22:55Z,Type 1 Departments - Major A&E > 4 hours,10.55
2011-01-29T01:50:44Z,Type 1 Departments - Major A&E > 4 hours,9.49
2011-02-05T02:18:33Z,Type 1 Departments - Major A&E > 4 hours,11.622
2011-02-12T02:46:21Z,Type 1 Departments - Major A&E > 4 hours,13.213
2011-02-19T03:13:39Z,Type 1 Departments - Major A&E > 4 hours,11.975
2011-02-26T03:41:27Z,Type 1 Departments - Major A&E > 4 hours,9.72
2011-03-05T04:09:16Z,Type 1 Departments - Major A&E > 4 hours,10.169
2011-03-12T04:37:05Z,Type 1 Departments - Major A&E > 4 hours,13.33
2011-03-19T05:04:22Z,Type 1 Departments - Major A&E > 4 hours,13.669
2011-03-26T05:32:11Z,Type 1 Departments - Major A&E > 4 hours,13.474
2011-04-02T06:00:00Z,Type 1 Departments - Major A&E > 4 hours,15.65
2011-04-09T06:27:49Z,Type 1 Departments - Major A&E > 4 hours,15.347
2011-04-16T06:55:38Z,Type 1 Departments - Major A&E > 4 hours,12.722
2011-04-23T07:22:55Z,Type 1 Departments - Major A&E > 4 hours,12.058
2011-04-30T07:50:44Z,Type 1 Departments - Major A&E > 4 hours,11.038
2011-05-07T08:18:33Z,Type 1 Departments - Major A&E > 4 hours,13.665
2011-05-14T08:46:21Z,Type 1 Departments - Major A&E > 4 hours,12.084
2011-05-21T09:13:39Z,Type 1 Departments - Major A&E > 4 hours,11.502
2011-05-28T09:41:27Z,Type 1 Departments - Major A&E > 4 hours,11.168
2011-06-04T10:09:16Z,Type 1 Departments - Major A&E > 4 hours,12.64
2011-06-11T10:37:05Z,Type 1 Departments - Major A&E > 4 hours,11.629
2011-06-18T11:04:22Z,Type 1 Departments - Major A&E > 4 hours,11.703
2011-06-25T11:32:11Z,Type 1 Departments - Major A&E > 4 hours,11.549
2011-07-02T12:00:00Z,Type 1 Departments - Major A&E > 4 hours,12.151
2011-07-09T12:27:49Z,Type 1 Departments - Major A&E > 4 hours,10.982
2011-07-16T12:55:38Z,Type 1 Departments - Major A&E > 4 hours,9.026
2011-07-23T13:22:55Z,Type 1 Departments - Major A&E > 4 hours,8.766
2011-07-30T13:50:44Z,Type 1 Departments - Major A&E > 4 hours,9.85
2011-08-06T14:18:33Z,Type 1 Departments - Major A&E > 4 hours,12.318
2011-08-13T14:46:21Z,Type 1 Departments - Major A&E > 4 hours,9.699
2011-08-20T15:13:39Z,Type 1 Departments - Major A&E > 4 hours,9.021
2011-08-27T15:41:27Z,Type 1 Departments - Major A&E > 4 hours,8.611
2011-09-03T16:09:16Z,Type 1 Departments - Major A&E > 4 hours,11.167
2011-09-10T16:37:05Z,Type 1 Departments - Major A&E > 4 hours,11.899
2011-09-17T17:04:22Z,Type 1 Departments - Major A&E > 4 hours,12.268
2011-09-24T17:32:11Z,Type 1 Departments - Major A&E > 4 hours,12.137
2011-10-01T18:00:00Z,Type 1 Departments - Major A&E > 4 hours,16.502
2011-10-08T18:27:49Z,Type 1 Departments - Major A&E > 4 hours,15.282
2011-10-15T18:55:38Z,Type 1 Departments - Major A&E > 4 hours,13.714
2011-10-22T19:22:55Z,Type 1 Departments - Major A&E > 4 hours,11.51
2011-10-29T19:50:44Z,Type 1 Departments - Major A&E > 4 hours,14.048
2011-11-05T20:18:33Z,Type 1 Departments - Major A&E > 4 hours,15.487
2011-11-12T20:46:21Z,Type 1 Departments - Major A&E > 4 hours,12.402
2011-11-19T21:13:39Z,Type 1 Departments - Major A&E > 4 hours,11.903
2011-11-26T21:41:27Z,Type 1 Departments - Major A&E > 4 hours,14.297
2011-12-03T22:09:16Z,Type 1 Departments - Major A&E > 4 hours,14.721
2011-12-10T22:37:05Z,Type 1 Departments - Major A&E > 4 hours,17.397
2011-12-17T23:04:22Z,Type 1 Departments - Major A&E > 4 hours,20.689
2011-12-24T23:32:11Z,Type 1 Departments - Major A&E > 4 hours,11.872
2012-01-01T00:00:00Z,Type 1 Departments - Major A&E > 4 hours,15.716
2012-01-08T00:55:30Z,Type 1 Departments - Major A&E > 4 hours,20.972
2012-01-15T01:51:01Z,Type 1 Departments - Major A&E > 4 hours,15.477
2012-01-22T02:46:00Z,Type 1 Departments - Major A&E > 4 hours,14.029
2012-01-29T03:41:30Z,Type 1 Departments - Major A&E > 4 hours,16.441
2012-02-05T04:37:00Z,Type 1 Departments - Major A&E > 4 hours,13.722
2012-02-12T05:32:31Z,Type 1 Departments - Major A&E > 4 hours,18.211
2012-02-19T06:27:29Z,Type 1 Departments - Major A&E > 4 hours,24.468
2012-02-26T07:23:00Z,Type 1 Departments - Major A&E > 4 hours,23.675
2012-03-04T08:18:30Z,Type 1 Departments - Major A&E > 4 hours,18.84
2012-03-11T09:14:00Z,Type 1 Departments - Major A&E > 4 hours,14.45
2012-03-18T10:08:59Z,Type 1 Departments - Major A&E > 4 hours,13.224
2012-03-25T11:04:30Z,Type 1 Departments - Major A&E > 4 hours,15.454
2012-04-01T12:00:00Z,Type 1 Departments - Major A&E > 4 hours,13.786
2012-04-08T12:55:30Z,Type 1 Departments - Major A&E > 4 hours,13.081
2012-04-15T13:51:01Z,Type 1 Departments - Major A&E > 4 hours,19.022
2012-04-22T14:46:00Z,Type 1 Departments - Major A&E > 4 hours,14.969
2012-04-29T15:41:30Z,Type 1 Departments - Major A&E > 4 hours,12.688
2012-05-06T16:37:00Z,Type 1 Departments - Major A&E > 4 hours,12.173
2012-05-13T17:32:31Z,Type 1 Departments - Major A&E > 4 hours,13.903
2012-05-20T18:27:29Z,Type 1 Departments - Major A&E > 4 hours,12.546
2012-05-27T19:23:00Z,Type 1 Departments - Major A&E > 4 hours,15.153
2012-06-03T20:18:30Z,Type 1 Departments - Major A&E > 4 hours,14.646
2012-06-10T21:14:00Z,Type 1 Departments - Major A&E > 4 hours,13.132
2012-06-17T22:08:59Z,Type 1 Departments - Major A&E > 4 hours,14.561
2012-06-24T23:04:30Z,Type 1 Departments - Major A&E > 4 hours,13.298
2012-07-02T00:00:00Z,Type 1 Departments - Major A&E > 4 hours,15.311
2012-07-09T00:55:30Z,Type 1 Departments - Major A&E > 4 hours,13.804
2012-07-16T01:51:01Z,Type 1 Departments - Major A&E > 4 hours,12.12
2012-07-23T02:46:00Z,Type 1 Departments - Major A&E > 4 hours,11.596
2012-07-30T03:41:30Z,Type 1 Departments - Major A&E > 4 hours,12.398
2012-08-06T04:37:00Z,Type 1 Departments - Major A&E > 4 hours,11.228
2012-08-13T05:32:31Z,Type 1 Departments - Major A&E > 4 hours,11.231
2012-08-20T06:27:29Z,Type 1 Departments - Major A&E > 4 hours,14.921
2012-08-27T07:23:00Z,Type 1 Departments - Major A&E > 4 hours,12.374
2012-09-03T08:18:30Z,Type 1 Departments - Major A&E > 4 hours,10.07
2012-09-10T09:14:00Z,Type 1 Departments - Major A&E > 4 hours,12.647
2012-09-17T10:08:59Z,Type 1 Departments - Major A&E > 4 hours,14.06
2012-09-24T11:04:30Z,Type 1 Departments - Major A&E > 4 hours,12.776
2012-10-01T12:00:00Z,Type 1 Departments - Major A&E > 4 hours,15.914
2012-10-08T12:55:30Z,Type 1 Departments - Major A&E > 4 hours,16.39
2012-10-15T13:51:01Z,Type 1 Departments - Major A&E > 4 hours,14.618
2012-10-22T14:46:00Z,Type 1 Departments - Major A&E > 4 hours,17.27
2012-10-29T15:41:30Z,Type 1 Departments - Major A&E > 4 hours,13.645
2012-11-05T16:37:00Z,Type 1 Departments - Major A&E > 4 hours,14.121
2012-11-12T17:32:31Z,Type 1 Departments - Major A&E > 4 hours,16.129
2012-11-19T18:27:29Z,Type 1 Departments - Major A&E > 4 hours,16.434
2012-11-26T19:23:00Z,Type 1 Departments - Major A&E > 4 hours,16.312
2012-12-03T20:18:30Z,Type 1 Departments - Major A&E > 4 hours,16.996
2012-12-10T21:14:00Z,Type 1 Departments - Major A&E > 4 hours,20.844
2012-12-17T22:08:59Z,Type 1 Departments - Major A&E > 4 hours,24.765
2012-12-24T23:04:30Z,Type 1 Departments - Major A&E > 4 hours,23.667
2013-01-01T00:00:00Z,Type 1 Departments - Major A&E > 4 hours,17.729
2013-01-08T00:27:49Z,Type 1 Departments - Major A&E > 4 hours,28.426
2013-01-15T00:55:38Z,Type 1 Departments - Major A&E > 4 hours,20.42
2013-01-22T01:22:55Z,Type 1 Departments - Major A&E > 4 hours,15.102
2013-01-29T01:50:44Z,Type 1 Departments - Major A&E > 4 hours,19.817
2013-02-05T02:18:33Z,Type 1 Departments - Major A&E > 4 hours,24.207
2013-02-12T02:46:21Z,Type 1 Departments - Major A&E > 4 hours,21.375
2013-02-19T03:13:39Z,Type 1 Departments - Major A&E > 4 hours,23.851
2013-02-26T03:41:27Z,Type 1 Departments - Major A&E > 4 hours,21.676
2013-03-05T04:09:16Z,Type 1 Departments - Major A&E > 4 hours,27.353
2013-03-12T04:37:05Z,Type 1 Departments - Major A&E > 4 hours,31.092
2013-03-19T05:04:22Z,Type 1 Departments - Major A&E > 4 hours,27.249
2013-03-26T05:32:11Z,Type 1 Departments - Major A&E > 4 hours,27.27
2013-04-02T06:00:00Z,Type 1 Departments - Major A&E > 4 hours,22.197
2013-04-09T06:27:49Z,Type 1 Departments - Major A&E > 4 hours,33.233
2013-04-16T06:55:38Z,Type 1 Departments - Major A&E > 4 hours,34.595
2013-04-23T07:22:55Z,Type 1 Departments - Major A&E > 4 hours,28.024
2013-04-30T07:50:44Z,Type 1 Departments - Major A&E > 4 hours,18.644
2013-05-07T08:18:33Z,Type 1 Departments - Major A&E > 4 hours,14.802
2013-05-14T08:46:21Z,Type 1 Departments - Major A&E > 4 hours,15.863
2013-05-21T09:13:39Z,Type 1 Departments - Major A&E > 4 hours,14.453
2013-05-28T09:41:27Z,Type 1 Departments - Major A&E > 4 hours,13.465
2013-06-04T10:09:16Z,Type 1 Departments - Major A&E > 4 hours,12.881
2013-06-11T10:37:05Z,Type 1 Departments - Major A&E > 4 hours,13.321
2013-06-18T11:04:22Z,Type 1 Departments - Major A&E > 4 hours,13.246
2013-06-25T11:32:11Z,Type 1 Departments - Major A&E > 4 hours,14.085
2013-07-02T12:00:00Z,Type 1 Departments - Major A&E > 4 hours,10.941
2013-07-09T12:27:49Z,Type 1 Departments - Major A&E > 4 hours,13.635
2013-07-16T12:55:38Z,Type 1 Departments - Major A&E > 4 hours,13.475
2013-07-23T13:22:55Z,Type 1 Departments - Major A&E > 4 hours,14.979
2013-07-30T13:50:44Z,Type 1 Departments - Major A&E > 4 hours,16.191
2013-08-06T14:18:33Z,Type 1 Departments - Major A&E > 4 hours,13.994
2013-08-13T14:46:21Z,Type 1 Departments - Major A&E > 4 hours,14.288
2013-08-20T15:13:39Z,Type 1 Departments - Major A&E > 4 hours,14.894
2013-08-27T15:41:27Z,Type 1 Departments - Major A&E > 4 hours,15.598
2013-09-03T16:09:16Z,Type 1 Departments - Major A&E > 4 hours,17.013
2013-09-10T16:37:05Z,Type 1 Departments - Major A&E > 4 hours,16.215
2013-09-17T17:04:22Z,Type 1 Departments - Major A&E > 4 hours,13.092
2013-09-24T17:32:11Z,Type 1 Departments - Major A&E > 4 hours,19.153
2013-10-01T18:00:00Z,Type 1 Departments - Major A&E > 4 hours,20.024
2013-10-08T18:27:49Z,Type 1 Departments - Major A&E > 4 hours,18.812
2013-10-15T18:55:38Z,Type 1 Departments - Major A&E > 4 hours,16.741
2013-10-22T19:22:55Z,Type 1 Departments - Major A&E > 4 hours,17.882
2013-10-29T19:50:44Z,Type 1 Departments - Major A&E > 4 hours,19.567
2013-11-05T20:18:33Z,Type 1 Departments - Major A&E > 4 hours,13.709
2013-11-12T20:46:21Z,Type 1 Departments - Major A&E > 4 hours,15.792
2013-11-19T21:13:39Z,Type 1 Departments - Major A&E > 4 hours,15.708
2013-11-26T21:41:27Z,Type 1 Departments - Major A&E > 4 hours,17.136
2013-12-03T22:09:16Z,Type 1 Departments - Major A&E > 4 hours,17.773
2013-12-10T22:37:05Z,Type 1 Departments - Major A&E > 4 hours,21.276
2013-12-17T23:04:22Z,Type 1 Departments - Major A&E > 4 hours,21.629
2013-12-24T23:32:11Z,Type 1 Departments - Major A&E > 4 hours,18.009
2014-01-01T00:00:00Z,Type 1 Departments - Major A&E > 4 hours,13.366
2014-01-08T00:27:49Z,Type 1 Departments - Major A&E > 4 hours,21.858
2014-01-15T00:55:38Z,Type 1 Departments - Major A&E > 4 hours,20.875
2014-01-22T01:22:55Z,Type 1 Departments - Major A&E > 4 hours,17.591
2014-01-29T01:50:44Z,Type 1 Departments - Major A&E > 4 hours,15.389
2014-02-05T02:18:33Z,Type 1 Departments - Major A&E > 4 hours,18.993
2014-02-12T02:46:21Z,Type 1 Departments - Major A&E > 4 hours,23.572
2014-02-19T03:13:39Z,Type 1 Departments - Major A&E > 4 hours,22.87
2014-02-26T03:41:27Z,Type 1 Departments - Major A&E > 4 hours,20.234
2014-03-05T04:09:16Z,Type 1 Departments - Major A&E > 4 hours,22.15
2014-03-12T04:37:05Z,Type 1 Departments - Major A&E > 4 hours,21.55
2014-03-19T05:04:22Z,Type 1 Departments - Major A&E > 4 hours,16.433
2014-03-26T05:32:11Z,Type 1 Departments - Major A&E > 4 hours,18.359
2014-04-02T06:00:00Z,Type 1 Departments - Major A&E > 4 hours,17.941
2014-04-09T06:27:49Z,Type 1 Departments - Major A&E > 4 hours,24.998
2014-04-16T06:55:38Z,Type 1 Departments - Major A&E > 4 hours,19.485
2014-04-23T07:22:55Z,Type 1 Departments - Major A&E > 4 hours,14.665
2014-04-30T07:50:44Z,Type 1 Departments - Major A&E > 4 hours,22.634
2014-05-07T08:18:33Z,Type 1 Departments - Major A&E > 4 hours,21.525
2014-05-14T08:46:21Z,Type 1 Departments - Major A&E > 4 hours,22.666
2014-05-21T09:13:39Z,Type 1 Departments - Major A&E > 4 hours,22.748
2014-05-28T09:41:27Z,Type 1 Departments - Major A&E > 4 hours,24.153
2014-06-04T10:09:16Z,Type 1 Departments - Major A&E > 4 hours,21.805
2014-06-11T10:37:05Z,Type 1 Departments - Major A&E > 4 hours,24.527
2014-06-18T11:04:22Z,Type 1 Departments - Major A&E > 4 hours,21.587
2014-06-25T11:32:11Z,Type 1 Departments - Major A&E > 4 hours,18.995
2014-07-02T12:00:00Z,Type 1 Departments - Major A&E > 4 hours,19.521
2014-07-09T12:27:49Z,Type 1 Departments - Major A&E > 4 hours,21.231
2014-07-16T12:55:38Z,Type 1 Departments - Major A&E > 4 hours,20.599
2014-07-23T13:22:55Z,Type 1 Departments - Major A&E > 4 hours,23.15
2014-07-30T13:50:44Z,Type 1 Departments - Major A&E > 4 hours,21.939
2014-08-06T14:18:33Z,Type 1 Departments - Major A&E > 4 hours,18.607
2014-08-13T14:46:21Z,Type 1 Departments - Major A&E > 4 hours,20.422
2014-08-20T15:13:39Z,Type 1 Departments - Major A&E > 4 hours,18.138
2014-08-27T15:41:27Z,Type 1 Departments - Major A&E > 4 hours,17.228
2014-09-03T16:09:16Z,Type 1 Departments - Major A&E > 4 hours,23.561
2014-09-10T16:37:05Z,Type 1 Departments - Major A&E > 4 hours,25.47
2014-09-17T17:04:22Z,Type 1 Departments - Major A&E > 4 hours,21.75
2014-09-24T17:32:11Z,Type 1 Departments - Major A&E > 4 hours,23.177
2014-10-01T18:00:00Z,Type 1 Departments - Major A&E > 4 hours,20.933
2014-10-08T18:27:49Z,Type 1 Departments - Major A&E > 4 hours,23.565
2014-10-15T18:55:38Z,Type 1 Departments - Major A&E > 4 hours,25.624
2014-10-22T19:22:55Z,Type 1 Departments - Major A&E > 4 hours,29.884
2014-10-29T19:50:44Z,Type 1 Departments - Major A&E > 4 hours,26.378
2014-11-05T20:18:33Z,Type 1 Departments - Major A&E > 4 hours,25.796
2014-11-12T20:46:21Z,Type 1 Departments - Major A&E > 4 hours,26.887
2014-11-19T21:13:39Z,Type 1 Departments - Major A&E > 4 hours,30.04
2014-11-26T21:41:27Z,Type 1 Departments - Major A&E > 4 hours,25.889
2014-12-03T22:09:16Z,Type 1 Departments - Major A&E > 4 hours,27.478
2014-12-10T22:37:05Z,Type 1 Departments - Major A&E > 4 hours,35.347
2014-12-17T23:04:22Z,Type 1 Departments - Major A&E > 4 hours,44.129
2014-12-24T23:32:11Z,Type 1 Departments - Major A&E > 4 hours,49.053
2015-01-01T00:00:00Z,Type 1 Departments - Major A&E > 4 hours,37.492
2015-01-08T00:27:49Z,Type 1 Departments - Major A&E > 4 hours,53.706
2015-01-15T00:55:38Z,Type 1 Departments - Major A&E > 4 hours,39.188
2015-01-22T01:22:55Z,Type 1 Departments - Major A&E > 4 hours,28.545
2015-01-29T01:50:44Z,Type 1 Departments - Major A&E > 4 hours,26.75
2015-02-05T02:18:33Z,Type 1 Departments - Major A&E > 4 hours,30.367
2015-02-12T02:46:21Z,Type 1 Departments - Major A&E > 4 hours,28.725
2015-02-19T03:13:39Z,Type 1 Departments - Major A&E > 4 hours,35.126
2015-02-26T03:41:27Z,Type 1 Departments - Major A&E > 4 hours,32.203
2015-03-05T04:09:16Z,Type 1 Departments - Major A&E > 4 hours,35.999
2015-03-12T04:37:05Z,Type 1 Departments - Major A&E > 4 hours,30.734
2015-03-19T05:04:22Z,Type 1 Departments - Major A&E > 4 hours,28.606
2015-03-26T05:32:11Z,Type 1 Departments - Major A&E > 4 hours,29.905
2015-04-02T06:00:00Z,Type 1 Departments - Major A&E > 4 hours,34.921
2015-04-09T06:27:49Z,Type 1 Departments - Major A&E > 4 hours,32.857
2015-04-16T06:55:38Z,Type 1 Departments - Major A&E > 4 hours,32.48
2015-04-23T07:22:55Z,Type 1 Departments - Major A&E > 4 hours,28.583
2015-04-30T07:50:44Z,Type 1 Departments - Major A&E > 4 hours,24.339
2015-05-07T08:18:33Z,Type 1 Departments - Major A&E > 4 hours,24.865
2015-05-14T08:46:21Z,Type 1 Departments - Major A&E > 4 hours,28.805
2015-05-21T09:13:39Z,Type 1 Departments - Major A&E > 4 hours,24.871
2015-05-28T09:41:27Z,Type 1 Departments - Major A&E > 4 hours,20.636
2015-06-04T10:09:16Z,Type 1 Departments - Major A&E > 4 hours,22.635
2015-06-11T10:37:05Z,Type 1 Departments - Major A&E > 4 hours,25.162
2010-11-05T20:18:33Z,Type 2 Departments - Single Specialty > 4 hours,0.04
2010-11-12T20:46:21Z,Type 2 Departments - Single Specialty > 4 hours,0.029
2010-11-19T21:13:39Z,Type 2 Departments - Single Specialty > 4 hours,0.033
2010-11-26T21:41:27Z,Type 2 Departments - Single Specialty > 4 hours,0.036
2010-12-03T22:09:16Z,Type 2 Departments - Single Specialty > 4 hours,0.019
2010-12-10T22:37:05Z,Type 2 Departments - Single Specialty > 4 hours,0.065
2010-12-17T23:04:22Z,Type 2 Departments - Single Specialty > 4 hours,0.02
2010-12-24T23:32:11Z,Type 2 Departments - Single Specialty > 4 hours,0.012
2011-01-01T00:00:00Z,Type 2 Departments - Single Specialty > 4 hours,0.042
2011-01-08T00:27:49Z,Type 2 Departments - Single Specialty > 4 hours,0.033
2011-01-15T00:55:38Z,Type 2 Departments - Single Specialty > 4 hours,0.03
2011-01-22T01:22:55Z,Type 2 Departments - Single Specialty > 4 hours,0.058
2011-01-29T01:50:44Z,Type 2 Departments - Single Specialty > 4 hours,0.029
2011-02-05T02:18:33Z,Type 2 Departments - Single Specialty > 4 hours,0.016
2011-02-12T02:46:21Z,Type 2 Departments - Single Specialty > 4 hours,0.022
2011-02-19T03:13:39Z,Type 2 Departments - Single Specialty > 4 hours,0.022
2011-02-26T03:41:27Z,Type 2 Departments - Single Specialty > 4 hours,0.035
2011-03-05T04:09:16Z,Type 2 Departments - Single Specialty > 4 hours,0.022
2011-03-12T04:37:05Z,Type 2 Departments - Single Specialty > 4 hours,0.053
2011-03-19T05:04:22Z,Type 2 Departments - Single Specialty > 4 hours,0.098
2011-03-26T05:32:11Z,Type 2 Departments - Single Specialty > 4 hours,0.014
2011-04-02T06:00:00Z,Type 2 Departments - Single Specialty > 4 hours,0.038
2011-04-09T06:27:49Z,Type 2 Departments - Single Specialty > 4 hours,0.034
2011-04-16T06:55:38Z,Type 2 Departments - Single Specialty > 4 hours,0.014
2011-04-23T07:22:55Z,Type 2 Departments - Single Specialty > 4 hours,0.048
2011-04-30T07:50:44Z,Type 2 Departments - Single Specialty > 4 hours,0.166
2011-05-07T08:18:33Z,Type 2 Departments - Single Specialty > 4 hours,0.212
2011-05-14T08:46:21Z,Type 2 Departments - Single Specialty > 4 hours,0.094
2011-05-21T09:13:39Z,Type 2 Departments - Single Specialty > 4 hours,0.041
